Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category
Nassim Ben Khalifa,Hängende Spitze,13.01.1992 (18),"1,84m",rechts,2,18.09.2007,"2,50 Mio. €",2009,28155
Cephas Malele,Mittelstürmer,08.01.1994 (16),"1,85m",rechts,5,14.08.2009,-,2009,28155
Edmond Selmani,Mittelstürmer,31.07.1994 (15),"1,76m", ,5,08.09.2009,-,2009,28155
Théodore Pizarro,Torwart,13.06.2008 (16),"1,90m",rechts,4,06.09.2024,-,2024,23140
Ahmadou Ndiaye,Torwart,05.01.2008 (16),-, ,2,03.09.2024,-,2024,23140
Nelson Savonnier,Innenverteidiger,28.02.2008 (16),-,rechts,2,23.10.2024,-,2024,23140
Gil Zufferey,Innenverteidiger,02.03.2008 (16),-, ,6,03.09.2024,-,2024,23140
Erblin Sadikaj,Innenverteidiger,13.03.2008 (16),-, ,2,23.10.2024,-,2024,23140
Aleksandar Sekulic,Innenverteidiger,16.04.2008 (16),-, ,4,03.09.2024,-,2024,23140
Olivier Mambwa,Linker Verteidiger,05.12.2008 (15),-, ,6,03.09.2024,-,2024,23140
Cédric Koch,Linker Verteidiger,22.03.2008 (16),-, ,2,03.09.2024,-,2024,23140
Gabriel Morisoli,Rechter Verteidiger,17.07.2008 (16),-, ,5,03.09.2024,-,2024,23140
Leonit Ibraimov,Defensives Mittelfeld,16.06.2008 (16),-, ,6,03.09.2024,-,2024,23140
Nico Lazri,Defensives Mittelfeld,29.01.2008 (16),-, ,5,03.09.2024,-,2024,23140
Sarjon Fetaj,Defensives Mittelfeld,05.01.2008 (16),-, ,6,03.09.2024,-,2024,23140
Adam Ilic,Zentrales Mittelfeld,03.05.2008 (16),-, ,4,03.09.2024,-,2024,23140
Jill Stiel,Zentrales Mittelfeld,01.05.2008 (16),-, ,3,23.10.2024,-,2024,23140
Mladen Mijajlovic,Offensives Mittelfeld,16.03.2008 (16),-, ,6,03.09.2024,-,2024,23140
Ivan Cossalter,Mittelstürmer,04.03.2008 (16),-, ,2,26.10.2024,-,2024,23140
Josip Bralic,Mittelstürmer,25.01.2008 (16),-, ,6,03.09.2024,-,2024,23140
Nevio Scherrer,Mittelstürmer,08.04.2008 (16),-, ,5,03.09.2024,-,2024,23140
Ilija Despotovic,Mittelstürmer,10.01.2008 (16),-, ,2,23.10.2024,-,2024,23140
Adrien Llukes,Mittelstürmer,21.07.2008 (16),-, ,3,23.10.2024,-,2024,23140
Marcel Lapierre,Torwart,07.04.2006 (18),-,rechts,3,23.08.2022,75 Tsd. €,2023,23140
Gentrit Muslija,Torwart,19.01.2006 (18),-, ,12,25.08.2022,25 Tsd. €,2023,23140
Felix Löpfe,Torwart,19.01.2006 (18),-, ,1,15.02.2023,-,2023,23140
Jérôme Bieler,Torwart,21.07.2007 (16),-, ,4,17.08.2023,-,2023,23140
Elia Pecora,Torwart,11.01.2007 (17),-, ,-,,-,2023,23140
Lionel Huwiler,Torwart,17.02.2007 (17),"1,94m",rechts,10,15.08.2023,-,2023,23140
Dario Wälti,Torwart,23.01.2006 (18),"1,89m",rechts,-,,-,2023,23140
Marvin Akahomen,Innenverteidiger,15.07.2007 (16),"1,86m",links,14,18.05.2023,500 Tsd. €,2023,23140
Sami Bashaj,Innenverteidiger,13.06.2006 (18),"1,85m",rechts,5,23.08.2022,-,2023,23140
Jeremy Fasano,Innenverteidiger,15.05.2006 (18),-,rechts,12,25.08.2022,-,2023,23140
Simon Rosenberg,Innenverteidiger,06.03.2006 (18),-, ,2,15.02.2023,-,2023,23140
Elohim Kamoko,Innenverteidiger,14.02.2006 (18),-, ,14,23.08.2022,-,2023,23140
Eman Kospo,Innenverteidiger,17.05.2007 (17),"1,91m",rechts,6,12.09.2023,-,2023,23140
Luca Santor,Innenverteidiger,13.03.2007 (17),-, ,3,15.08.2023,-,2023,23140
Arda Tirpanci,Innenverteidiger,05.07.2007 (16),"1,83m",rechts,5,15.08.2023,-,2023,23140
Stevan Raicevic,Innenverteidiger,10.04.2007 (17),-, ,4,15.08.2023,-,2023,23140
Lazar Damnjanovic,Innenverteidiger,17.01.2007 (17),-, ,1,14.09.2023,-,2023,23140
Diego Poloni,Linker Verteidiger,13.03.2006 (18),-, ,3,25.08.2022,100 Tsd. €,2023,23140
Tarik Seferovic,Linker Verteidiger,31.12.2006 (17),-,rechts,9,13.10.2022,-,2023,23140
Romeo Philippin,Linker Verteidiger,14.05.2007 (17),-,links,3,15.08.2023,-,2023,23140
Neil Volken,Linker Verteidiger,23.04.2007 (17),-,links,9,12.09.2023,-,2023,23140
Rhodri Smith,Linker Verteidiger,09.09.2006 (17),"1,85m",links,9,15.02.2023,-,2023,23140
Livio Spring,Linker Verteidiger,25.01.2007 (17),-, ,2,15.08.2023,-,2023,23140
Arnis Ademi,Linker Verteidiger,02.01.2007 (17),-, ,5,15.08.2023,-,2023,23140
Loun Srdanovic,Rechter Verteidiger,04.08.2006 (17),"1,80m",rechts,9,23.08.2022,125 Tsd. €,2023,23140
Eliah Jordan,Rechter Verteidiger,07.03.2006 (18),"1,74m",rechts,1,18.05.2023,100 Tsd. €,2023,23140
Mattia Rizzo,Rechter Verteidiger,07.10.2006 (17),-,rechts,9,23.08.2022,25 Tsd. €,2023,23140
Yannick Niedermann,Rechter Verteidiger,24.10.2007 (16),-,rechts,9,12.09.2023,-,2023,23140
Ilija Maslarov,Defensives Mittelfeld,02.01.2007 (17),"1,81m",rechts,7,15.08.2023,300 Tsd. €,2023,23140
Demir Xhemalija,Defensives Mittelfeld,07.06.2006 (18),"1,80m",links,14,23.08.2022,200 Tsd. €,2023,23140
Corsin Konietzke,Defensives Mittelfeld,21.06.2006 (18),"1,85m",rechts,7,15.02.2023,200 Tsd. €,2023,23140
Alessandro Romano,Defensives Mittelfeld,17.06.2006 (18),-,links,13,23.08.2022,-,2023,23140
Elio Rufener,Defensives Mittelfeld,12.02.2007 (17),-,links,16,18.05.2023,-,2023,23140
Gian Stork,Defensives Mittelfeld,12.03.2007 (17),-, ,9,15.08.2023,-,2023,23140
Dorian Derbaci,Zentrales Mittelfeld,25.03.2006 (18),"1,80m",rechts,4,23.08.2022,100 Tsd. €,2023,23140
Luca Bühlmann,Zentrales Mittelfeld,26.06.2006 (18),-,rechts,13,23.08.2022,-,2023,23140
Eliano Guido,Zentrales Mittelfeld,04.04.2007 (17),-, ,10,15.08.2023,-,2023,23140
Eliano Cassese,Zentrales Mittelfeld,16.11.2007 (16),-, ,12,15.08.2023,-,2023,23140
Leart Kabashi,Zentrales Mittelfeld,29.11.2007 (16),-, ,12,15.08.2023,-,2023,23140
Théo Richoz,Zentrales Mittelfeld,18.06.2007 (17),-, ,2,15.08.2023,-,2023,23140
Jason Parente,Linkes Mittelfeld,10.06.2006 (18),"1,80m",links,12,25.08.2022,200 Tsd. €,2023,23140
Cheveyo Tsawa,Offensives Mittelfeld,09.12.2006 (17),"1,83m",rechts,13,25.08.2022,100 Tsd. €,2023,23140
Leon Grando,Offensives Mittelfeld,04.09.2006 (17),-,rechts,11,23.08.2022,-,2023,23140
Zidan Tairi,Offensives Mittelfeld,17.04.2007 (17),"1,74m", ,9,12.09.2023,-,2023,23140
Junior Zé ,Linksaußen,22.03.2006 (18),"1,78m",rechts,15,23.08.2022,700 Tsd. €,2023,23140
Fin Sommer,Linksaußen,25.05.2007 (17),-, ,5,15.08.2023,-,2023,23140
Ivan Parra,Linksaußen,28.07.2007 (16),"1,79m",rechts,8,15.08.2023,-,2023,23140
Ruben Londja,Rechtsaußen,10.06.2006 (18),-, ,7,23.08.2022,-,2023,23140
Winsley Boteli,Mittelstürmer,05.07.2006 (17),"1,84m",rechts,15,23.08.2022,500 Tsd. €,2023,23140
Modou Minteh,Mittelstürmer,04.11.2006 (17),-, ,10,15.02.2023,-,2023,23140
Dion Cakolli,Mittelstürmer,07.06.2007 (17),"1,86m",rechts,12,15.08.2023,-,2023,23140
Miguel Mardochée,Mittelstürmer,22.05.2007 (17),"1,72m",links,2,15.08.2023,-,2023,23140
Glenn Mbazo,Mittelstürmer,10.01.2006 (18),"1,82m",rechts,1,25.03.2023,-,2023,23140
Enrique Aguilar,Mittelstürmer,27.01.2007 (17),"1,83m", ,5,15.08.2023,-,2023,23140
Dominik Simic,Mittelstürmer,01.07.2007 (16),-, ,5,12.09.2023,-,2023,23140
Andrej Vasovic,Mittelstürmer,14.10.2007 (16),"1,81m", ,11,15.08.2023,-,2023,23140
Oscar Renovales,Mittelstürmer,24.10.2007 (16),-, ,5,14.09.2023,-,2023,23140
Antonio Spagnoli,Torwart,31.05.2005 (16),"1,85m",rechts,8,11.08.2021,-,2022,23140
Gentrit Muslija,Torwart,19.01.2006 (15),-, ,12,25.08.2022,-,2022,23140
Silas Huber,Torwart,10.07.2005 (16),"1,95m",rechts,4,03.09.2021,-,2022,23140
Maxime Rouiller,Torwart,15.07.2005 (16),"1,89m",rechts,3,13.08.2021,-,2022,23140
Marcel Lapierre,Torwart,07.04.2006 (15),-,rechts,3,23.08.2022,-,2022,23140
Sonny Henchoz,Innenverteidiger,03.01.2005 (16),"1,88m", ,9,11.08.2021,-,2022,23140
Jeremy Fasano,Innenverteidiger,15.05.2006 (15),-,rechts,12,25.08.2022,-,2022,23140
Sami Bashaj,Innenverteidiger,13.06.2006 (15),"1,85m",rechts,5,23.08.2022,-,2022,23140
Leon Asllani,Innenverteidiger,26.02.2005 (16),-, ,8,11.08.2021,-,2022,23140
Timo Weber,Innenverteidiger,20.02.2006 (15),"1,78m",rechts,1,23.08.2022,-,2022,23140
Arbnor Gecaj,Innenverteidiger,14.02.2005 (16),"1,86m",rechts,9,11.08.2021,-,2022,23140
Bruno Ogbus,Innenverteidiger,17.12.2005 (16),"1,85m",rechts,3,23.03.2022,-,2022,23140
Elohim Kamoko,Innenverteidiger,14.02.2006 (15),-, ,14,23.08.2022,-,2022,23140
Samuele Tomeo,Linker Verteidiger,19.01.2006 (15),-,links,3,23.08.2022,-,2022,23140
Leart Zuka,Linker Verteidiger,27.08.2005 (16),"1,78m",links,3,01.09.2021,-,2022,23140
Loris Giandomenico,Linker Verteidiger,28.09.2005 (16),-, ,3,16.02.2022,-,2022,23140
Diego Poloni,Linker Verteidiger,13.03.2006 (15),-, ,3,25.08.2022,-,2022,23140
Tarik Seferovic,Linker Verteidiger,31.12.2006 (15),-,rechts,9,13.10.2022,-,2022,23140
Tom Murith,Rechter Verteidiger,04.04.2005 (16),-, ,10,01.09.2021,-,2022,23140
Mattia Rizzo,Rechter Verteidiger,07.10.2006 (15),-,rechts,9,23.08.2022,-,2022,23140
Yuro Bohon Diet,Rechter Verteidiger,04.01.2005 (16),-, ,5,16.02.2022,-,2022,23140
Tim Hostettler,Rechter Verteidiger,14.01.2005 (16),-, ,4,11.08.2021,-,2022,23140
Loun Srdanovic,Rechter Verteidiger,04.08.2006 (15),"1,80m",rechts,9,23.08.2022,-,2022,23140
Demir Xhemalija,Defensives Mittelfeld,07.06.2006 (15),"1,80m",links,14,23.08.2022,-,2022,23140
Ardonit Selimi,Defensives Mittelfeld,10.05.2005 (16),-, ,5,11.08.2021,-,2022,23140
Isaiah Okafor,Defensives Mittelfeld,22.04.2005 (16),"1,83m",rechts,2,23.03.2022,-,2022,23140
Bleon Xhemaili,Defensives Mittelfeld,14.01.2005 (16),-, ,10,11.08.2021,-,2022,23140
Alessandro Romano,Defensives Mittelfeld,17.06.2006 (15),-,links,13,23.08.2022,-,2022,23140
Adriatik Salihi,Zentrales Mittelfeld,12.03.2005 (16),"1,70m",links,12,11.08.2021,-,2022,23140
Leon Frokaj,Zentrales Mittelfeld,23.04.2005 (16),"1,83m",rechts,8,01.09.2021,-,2022,23140
Dorian Derbaci,Zentrales Mittelfeld,25.03.2006 (15),"1,80m",rechts,4,23.08.2022,-,2022,23140
Luca Bühlmann,Zentrales Mittelfeld,26.06.2006 (15),-,rechts,13,23.08.2022,-,2022,23140
Mohsen Abdeljaoued,Rechtes Mittelfeld,06.02.2005 (16),-, ,6,07.10.2021,-,2022,23140
David Borges,Rechtes Mittelfeld,15.06.2005 (16),-, ,9,11.08.2021,-,2022,23140
Jason Parente,Linkes Mittelfeld,10.06.2006 (15),"1,80m",links,12,25.08.2022,-,2022,23140
Cheveyo Tsawa,Offensives Mittelfeld,09.12.2006 (15),"1,83m",rechts,13,25.08.2022,-,2022,23140
Leon Grando,Offensives Mittelfeld,04.09.2006 (15),-,rechts,11,23.08.2022,-,2022,23140
Nevio Di Giusto ,Offensives Mittelfeld,18.03.2005 (16),"1,65m",links,10,11.08.2021,-,2022,23140
Damian Nigg,Linksaußen,12.04.2005 (16),"1,78m",rechts,10,11.08.2021,-,2022,23140
Junior Zé ,Linksaußen,22.03.2006 (15),"1,78m",rechts,15,23.08.2022,-,2022,23140
Roméo Beney,Linksaußen,19.01.2005 (16),"1,87m",rechts,3,11.08.2021,-,2022,23140
Gabriel Gonzalez,Linksaußen,14.06.2006 (15),-,rechts,3,13.10.2022,-,2022,23140
Malik Deme,Rechtsaußen,16.03.2005 (16),"1,82m",rechts,7,11.08.2021,-,2022,23140
Ruben Londja,Rechtsaußen,10.06.2006 (15),-, ,7,23.08.2022,-,2022,23140
Mathis Giordano,Rechtsaußen,09.09.2005 (16),-,links,1,18.02.2022,-,2022,23140
Mario Greco,Hängende Spitze,22.09.2006 (15),"1,81m",rechts,1,23.08.2022,-,2022,23140
Labinot Bajrami,Mittelstürmer,04.06.2005 (16),"1,87m",rechts,12,11.08.2021,-,2022,23140
Winsley Boteli,Mittelstürmer,05.07.2006 (15),"1,84m",rechts,15,23.08.2022,-,2022,23140
Kevin Krasniqi,Mittelstürmer,20.07.2005 (16),"1,83m",rechts,12,11.08.2021,-,2022,23140
Junior Ligue,Mittelstürmer,21.03.2005 (16),"1,80m",links,8,07.10.2021,-,2022,23140
Darko Lötscher,Mittelstürmer,11.04.2006 (15),"1,90m", ,3,23.08.2022,-,2022,23140
Julio Fonseca,Mittelstürmer,12.01.2005 (16),"1,79m",rechts,2,16.02.2022,-,2022,23140
Silas Huber,Torwart,10.07.2005 (16),"1,95m",rechts,4,03.09.2021,50 Tsd. €,2021,23140
Antonio Spagnoli,Torwart,31.05.2005 (17),"1,85m",rechts,8,11.08.2021,-,2021,23140
Maxime Rouiller,Torwart,15.07.2005 (16),"1,89m",rechts,3,13.08.2021,-,2021,23140
Davud Sylaj,Innenverteidiger,07.08.2005 (16),"1,88m",rechts,1,11.08.2021,-,2021,23140
Sonny Henchoz,Innenverteidiger,03.01.2005 (17),"1,88m", ,9,11.08.2021,-,2021,23140
Leon Asllani,Innenverteidiger,26.02.2005 (17),-, ,8,11.08.2021,-,2021,23140
Arbnor Gecaj,Innenverteidiger,14.02.2005 (17),"1,86m",rechts,9,11.08.2021,-,2021,23140
Nathan Heller,Innenverteidiger,03.05.2005 (17),"1,94m",rechts,1,03.09.2021,-,2021,23140
Leart Zuka,Linker Verteidiger,27.08.2005 (16),"1,78m",links,3,01.09.2021,-,2021,23140
Tom Murith,Rechter Verteidiger,04.04.2005 (17),-, ,10,01.09.2021,-,2021,23140
Tim Hostettler,Rechter Verteidiger,14.01.2005 (17),-, ,4,11.08.2021,-,2021,23140
Eron Sejdiu,Rechter Verteidiger,30.06.2005 (17),"1,76m",rechts,-,,-,2021,23140
Lorenzo Bittarelli,Rechter Verteidiger,21.02.2005 (17),-, ,2,03.09.2021,-,2021,23140
Erion Salihu,Defensives Mittelfeld,11.07.2005 (16),-,links,4,11.08.2021,-,2021,23140
Ardonit Selimi,Defensives Mittelfeld,10.05.2005 (17),-, ,5,11.08.2021,-,2021,23140
Matias Hofmann,Defensives Mittelfeld,28.05.2005 (17),"1,83m",rechts,2,11.08.2021,-,2021,23140
Bleon Xhemaili,Defensives Mittelfeld,14.01.2005 (17),-, ,10,11.08.2021,-,2021,23140
Ben Lüthi,Defensives Mittelfeld,01.12.2005 (16),"1,77m",links,4,11.08.2021,-,2021,23140
Adriatik Salihi,Zentrales Mittelfeld,12.03.2005 (17),"1,70m",links,12,11.08.2021,-,2021,23140
Leon Frokaj,Zentrales Mittelfeld,23.04.2005 (17),"1,83m",rechts,8,01.09.2021,-,2021,23140
David Borges,Rechtes Mittelfeld,15.06.2005 (17),-, ,9,11.08.2021,-,2021,23140
Mohsen Abdeljaoued,Rechtes Mittelfeld,06.02.2005 (17),-, ,6,07.10.2021,-,2021,23140
Loren Arifi,Linkes Mittelfeld,11.03.2005 (17),-, ,4,11.08.2021,-,2021,23140
Nevio Di Giusto ,Offensives Mittelfeld,18.03.2005 (17),"1,65m",links,10,11.08.2021,-,2021,23140
Roméo Beney,Linksaußen,19.01.2005 (17),"1,87m",rechts,3,11.08.2021,-,2021,23140
Damian Nigg,Linksaußen,12.04.2005 (17),"1,78m",rechts,10,11.08.2021,-,2021,23140
Malik Deme,Rechtsaußen,16.03.2005 (17),"1,82m",rechts,7,11.08.2021,-,2021,23140
Kevin Krasniqi,Mittelstürmer,20.07.2005 (16),"1,83m",rechts,12,11.08.2021,-,2021,23140
Junior Ligue,Mittelstürmer,21.03.2005 (17),"1,80m",links,8,07.10.2021,-,2021,23140
Labinot Bajrami,Mittelstürmer,04.06.2005 (17),"1,87m",rechts,12,11.08.2021,-,2021,23140
Rion Demiri,Mittelstürmer,17.08.2005 (16),-, ,2,07.10.2021,-,2021,23140
Hugo Parra,Mittelstürmer,13.09.2005 (16),-, ,3,11.08.2021,-,2021,23140
Marvin Hübel,Torwart,01.03.2003 (17),"1,86m",rechts,6,06.09.2019,250 Tsd. €,2019,23140
Armin Abaz,Torwart,27.03.2002 (18),"1,87m",rechts,-,,-,2019,23140
Joël Bonorand,Torwart,11.02.2002 (18),-, ,2,30.08.2018,-,2019,23140
Gianni De Nitti,Torwart,09.04.2003 (17),"1,86m",rechts,2,08.09.2019,-,2019,23140
Leonidas Stergiou,Innenverteidiger,03.03.2002 (18),"1,81m",rechts,9,28.08.2018,"1,80 Mio. €",2019,23140
Bryan Okoh ,Innenverteidiger,16.05.2003 (17),"1,88m",links,4,06.09.2019,900 Tsd. €,2019,23140
Markus Wenger,Innenverteidiger,11.01.2002 (18),-, ,4,30.08.2018,150 Tsd. €,2019,23140
Elmedin Fazlic,Innenverteidiger,18.07.2002 (17),"1,88m",links,4,28.08.2018,-,2019,23140
Christian Marques,Innenverteidiger,15.01.2003 (17),"1,88m",rechts,5,06.09.2019,-,2019,23140
Albian Hajdari,Innenverteidiger,18.05.2003 (17),"1,89m",links,5,08.09.2019,-,2019,23140
Mauricio Willimann,Innenverteidiger,16.01.2003 (17),"1,83m",rechts,8,06.09.2019,-,2019,23140
Mile Vukelic,Innenverteidiger,25.02.2003 (17),"1,88m",rechts,3,24.10.2019,-,2019,23140
Noah Henchoz,Innenverteidiger,22.02.2002 (18),"1,82m",rechts,-,,-,2019,23140
Joel Thoma,Innenverteidiger,09.08.2003 (16),"1,80m", ,-,,-,2019,23140
Silvan Wallner,Innenverteidiger,15.01.2002 (18),"1,85m",rechts,1,27.09.2018,-,2019,23140
Aurèle Amenda,Innenverteidiger,31.07.2003 (16),"1,97m",rechts,6,08.09.2019,-,2019,23140
Stevan Lujic,Linker Verteidiger,25.03.2002 (18),"1,80m",links,4,30.08.2018,200 Tsd. €,2019,23140
Théo Gradaille,Linker Verteidiger,24.06.2002 (18),"1,77m",links,7,28.08.2018,-,2019,23140
Luis Mestre,Linker Verteidiger,05.03.2003 (17),"1,74m",links,5,06.09.2019,-,2019,23140
Rejan Thaci,Linker Verteidiger,07.11.2003 (16),"1,82m",links,3,06.09.2019,-,2019,23140
Rúben Dantas Fernandes,Linker Verteidiger,19.05.2003 (17),"1,80m",links,7,06.09.2019,-,2019,23140
Simon Loosli,Rechter Verteidiger,30.03.2002 (18),"1,80m", ,7,28.08.2018,-,2019,23140
Diego Corvalan,Rechter Verteidiger,17.02.2002 (18),"1,78m",rechts,-,,-,2019,23140
Severin Ottiger,Rechter Verteidiger,20.04.2003 (17),"1,83m",rechts,3,24.09.2019,-,2019,23140
Besnik Shala,Defensives Mittelfeld,13.05.2003 (17),"1,77m", ,3,24.09.2019,-,2019,23140
Florian van der Werff,Defensives Mittelfeld,15.02.2003 (17),-, ,3,06.09.2019,-,2019,23140
Samuel Kasongo,Zentrales Mittelfeld,07.08.2002 (17),"1,75m", ,8,25.09.2018,175 Tsd. €,2019,23140
Mischa Eberhard,Zentrales Mittelfeld,11.04.2002 (18),"1,73m",rechts,7,28.08.2018,150 Tsd. €,2019,23140
Miguel Reichmuth,Zentrales Mittelfeld,26.10.2003 (16),"1,71m",rechts,4,08.09.2019,-,2019,23140
Theophilious Opoku-Mensah,Zentrales Mittelfeld,26.04.2002 (18),"1,73m", ,3,26.10.2018,-,2019,23140
Mihailo Stevanovic,Zentrales Mittelfeld,04.01.2002 (18),"1,86m",rechts,2,28.08.2018,-,2019,23140
Noah Rupp,Zentrales Mittelfeld,13.08.2003 (16),"1,84m",links,8,06.09.2019,-,2019,23140
Tyron Owusu,Zentrales Mittelfeld,08.06.2003 (17),"1,83m",rechts,5,06.09.2019,-,2019,23140
Gabriele De Donno,Rechtes Mittelfeld,16.02.2002 (18),"1,93m",rechts,4,27.09.2018,100 Tsd. €,2019,23140
Marvin Bieri,Rechtes Mittelfeld,21.04.2003 (17),-, ,1,26.09.2019,-,2019,23140
Dominic Maurer,Linkes Mittelfeld,02.06.2003 (17),-, ,2,08.09.2019,-,2019,23140
Carmine Chiappetta,Linkes Mittelfeld,09.03.2003 (17),"1,75m",rechts,2,26.09.2019,-,2019,23140
Fabian Rieder,Offensives Mittelfeld,16.02.2002 (18),"1,79m",links,13,12.03.2018,225 Tsd. €,2019,23140
Joël Ribeiro,Offensives Mittelfeld,14.02.2003 (17),"1,79m", ,3,06.09.2019,-,2019,23140
Nils Reichmuth,Offensives Mittelfeld,22.02.2002 (18),"1,75m",links,2,24.03.2019,-,2019,23140
Yannick Cotter,Linksaußen,03.01.2002 (18),"1,76m",links,7,28.08.2018,250 Tsd. €,2019,23140
Abiran Sambasivam,Linksaußen,12.01.2002 (18),-, ,5,28.08.2018,-,2019,23140
Mats Hanke,Hängende Spitze,29.09.2003 (16),"1,77m",links,1,26.09.2019,-,2019,23140
Jonathan De Donno ,Mittelstürmer,16.02.2002 (18),"1,93m",rechts,2,28.08.2018,150 Tsd. €,2019,23140
Till Mühlethaler,Mittelstürmer,07.08.2003 (16),"1,80m", ,4,06.09.2019,-,2019,23140
Nenad Zivkovic,Mittelstürmer,19.03.2002 (18),"1,78m", ,2,26.10.2018,-,2019,23140
Bradley Fink,Mittelstürmer,17.04.2003 (17),"1,92m",links,7,06.09.2019,-,2019,23140
Momodou Jaiteh,Mittelstürmer,27.11.2004 (15),"1,75m",rechts,3,06.09.2019,-,2019,23140
Nikolas Muci,Mittelstürmer,08.02.2003 (17),"1,80m",rechts,1,08.09.2019,-,2019,23140
Andrin Hunziker,Mittelstürmer,21.02.2003 (17),"1,92m",rechts,7,06.09.2019,-,2019,23140
Federico Crescenti ,Mittelstürmer,13.07.2004 (15),"1,73m",rechts,5,24.09.2019,-,2019,23140
Evan Rossier,Mittelstürmer,05.01.2003 (17),"1,79m", ,8,06.09.2019,-,2019,23140
Lucio Soldini,Torwart,05.04.2001 (18),"1,79m",rechts,7,30.08.2017,250 Tsd. €,2018,23140
Kosta Makripodis,Torwart,26.03.2002 (17),-, ,-,28.08.2018,50 Tsd. €,2018,23140
Joël Bonorand,Torwart,11.02.2002 (17),-, ,2,30.08.2018,-,2018,23140
Nils de Mol,Torwart,03.05.2001 (18),"1,83m",rechts,-,,-,2018,23140
Leonidas Stergiou,Innenverteidiger,03.03.2002 (17),"1,81m",rechts,9,28.08.2018,750 Tsd. €,2018,23140
Becir Omeragic ,Innenverteidiger,20.01.2002 (17),"1,87m",rechts,12,28.09.2017,500 Tsd. €,2018,23140
Markus Wenger,Innenverteidiger,11.01.2002 (17),-, ,4,30.08.2018,150 Tsd. €,2018,23140
Ilan Sauter ,Innenverteidiger,06.02.2001 (18),"1,86m",links,9,01.09.2017,100 Tsd. €,2018,23140
Simon Geiger,Innenverteidiger,16.03.2002 (17),"1,84m",rechts,2,27.09.2018,-,2018,23140
Elmedin Fazlic,Innenverteidiger,18.07.2002 (16),"1,88m",links,4,28.08.2018,-,2018,23140
Elias Mesonero ,Innenverteidiger,27.03.2001 (18),"1,85m",rechts,2,01.09.2017,-,2018,23140
Thoma Monney,Innenverteidiger,26.02.2002 (17),"1,88m", ,2,30.08.2018,-,2018,23140
Noah De Queiroz,Innenverteidiger,10.12.2002 (16),"1,85m",rechts,1,29.09.2018,-,2018,23140
Silvan Wallner,Innenverteidiger,15.01.2002 (17),"1,85m",rechts,1,27.09.2018,-,2018,23140
Stevan Lujic,Linker Verteidiger,25.03.2002 (17),"1,80m",links,4,30.08.2018,100 Tsd. €,2018,23140
Jan Wörnhard,Linker Verteidiger,23.04.2001 (18),"1,75m",links,7,30.08.2017,50 Tsd. €,2018,23140
Gianluca Romano,Linker Verteidiger,12.06.2001 (18),"1,79m",rechts,11,30.08.2017,-,2018,23140
Théo Gradaille,Linker Verteidiger,24.06.2002 (17),"1,77m",links,7,28.08.2018,-,2018,23140
Marc Fred Tsoungui,Linker Verteidiger,30.07.2002 (16),"1,82m",links,1,30.08.2018,-,2018,23140
Uros Vasic,Rechter Verteidiger,25.10.2001 (17),"1,72m",rechts,8,03.09.2017,50 Tsd. €,2018,23140
Simon Loosli,Rechter Verteidiger,30.03.2002 (17),"1,80m", ,7,28.08.2018,-,2018,23140
Filip Frei,Rechter Verteidiger,07.01.2001 (18),"1,75m",rechts,5,01.09.2017,-,2018,23140
David Jacovic,Defensives Mittelfeld,05.02.2001 (18),"1,87m",rechts,2,04.05.2018,-,2018,23140
Simon Sohm,Zentrales Mittelfeld,11.04.2001 (18),"1,88m",rechts,12,30.08.2017,500 Tsd. €,2018,23140
Samuel Kasongo,Zentrales Mittelfeld,07.08.2002 (16),"1,75m", ,8,25.09.2018,175 Tsd. €,2018,23140
Mischa Eberhard,Zentrales Mittelfeld,11.04.2002 (17),"1,73m",rechts,7,28.08.2018,150 Tsd. €,2018,23140
Drilon Kastrati,Zentrales Mittelfeld,23.10.2001 (17),"1,74m", ,10,01.09.2017,-,2018,23140
Alexandre Jankewitz ,Zentrales Mittelfeld,25.12.2001 (17),"1,85m",rechts,11,30.08.2017,-,2018,23140
Theophilious Opoku-Mensah,Zentrales Mittelfeld,26.04.2002 (17),"1,73m", ,3,26.10.2018,-,2018,23140
Mihailo Stevanovic,Zentrales Mittelfeld,04.01.2002 (17),"1,86m",rechts,2,28.08.2018,-,2018,23140
Julian Von Moos,Rechtes Mittelfeld,01.04.2001 (18),"1,81m",links,13,30.08.2017,250 Tsd. €,2018,23140
Gabriele De Donno,Rechtes Mittelfeld,16.02.2002 (17),"1,93m",rechts,4,27.09.2018,100 Tsd. €,2018,23140
Kevin Jakob,Rechtes Mittelfeld,30.05.2002 (17),"1,75m", ,3,28.08.2018,-,2018,23140
Josip Brnic,Rechtes Mittelfeld,27.05.2002 (17),-,rechts,5,28.08.2018,-,2018,23140
Christian Witzig,Linkes Mittelfeld,09.01.2001 (18),"1,78m",rechts,4,26.09.2017,-,2018,23140
Fabian Rieder,Offensives Mittelfeld,16.02.2002 (17),"1,79m",links,13,12.03.2018,225 Tsd. €,2018,23140
Bledian Krasniqi,Offensives Mittelfeld,17.06.2001 (18),"1,73m",rechts,11,30.08.2017,100 Tsd. €,2018,23140
Sandro Di Nucci,Offensives Mittelfeld,18.01.2002 (17),"1,71m",links,2,27.09.2018,-,2018,23140
Florent Shehu,Offensives Mittelfeld,17.05.2002 (17),"1,85m",links,2,28.08.2018,-,2018,23140
