Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category,Age
Silvano Schäppi,Innenverteidiger,1994-02-05,"1,67m",links,7,14.08.2009,0.0,2010,28155,30
Manuel Riedweg,Innenverteidiger,1995-02-17,-, ,8,19.10.2010,0.0,2010,28155,29
Ferid Matri,Innenverteidiger,1994-01-16,"1,91m",rechts,5,29.03.2010,0.0,2010,28155,30
Levent Gülen,Innenverteidiger,1994-02-24,"1,86m",rechts,6,14.08.2009,0.0,2010,28155,30
Martin Angha,Innenverteidiger,1994-01-22,"1,88m",beidfüßig,7,14.08.2009,0.0,2010,28155,30
Pasquale Martino,Innenverteidiger,1995-04-13,"1,74m",rechts,4,17.08.2010,0.0,2010,28155,29
Endogan Adili,Linker Verteidiger,1994-08-03,"1,70m",links,7,14.08.2009,0.45,2010,28155,30
Joel Untersee,Rechter Verteidiger,1994-02-11,"1,81m",rechts,9,14.08.2009,0.0,2010,28155,30
Lucas Thöni,Rechter Verteidiger,1995-01-25,"1,73m",rechts,13,17.08.2010,0.0,2010,28155,29
Daniel Garetto,Rechter Verteidiger,1995-02-19,"1,76m", ,8,17.08.2010,0.0,2010,28155,29
Cédric Brunner,Rechter Verteidiger,1994-02-17,"1,81m",rechts,3,29.03.2010,0.0,2010,28155,30
Michael Gonçalves,Rechter Verteidiger,1995-03-10,"1,74m",rechts,13,14.09.2010,0.0,2010,28155,29
Olivier Custodio,Defensives Mittelfeld,1995-02-10,"1,80m",rechts,14,14.09.2010,0.0,2010,28155,29
Nicola Peter,Defensives Mittelfeld,1994-09-06,"1,78m",rechts,2,07.05.2010,0.0,2010,28155,30
Guillaume Baillifard,Defensives Mittelfeld,1995-04-08,-, ,2,17.08.2010,0.0,2010,28155,29
Ming-Yang Yang,Defensives Mittelfeld,1995-07-11,"1,75m",rechts,4,17.08.2010,0.0,2010,28155,29
Florian Gudit,Defensives Mittelfeld,1994-01-18,"1,68m", ,9,14.08.2009,0.0,2010,28155,30
Kevin Tsimba,Defensives Mittelfeld,1994-02-20,"1,71m",rechts,4,14.08.2009,0.0,2010,28155,30
Thibault Corbaz,Defensives Mittelfeld,1994-01-07,"1,80m",rechts,6,14.08.2009,0.0,2010,28155,30
Boris Céspedes,Defensives Mittelfeld,1995-06-19,"1,81m",rechts,6,19.10.2010,0.0,2010,28155,29
Musa Araz,Zentrales Mittelfeld,1994-01-17,"1,73m",links,2,01.04.2010,0.0,2010,28155,30
Gente Mazreku,Zentrales Mittelfeld,1995-01-21,-, ,12,17.08.2010,0.0,2010,28155,29
Fabio Schindler,Zentrales Mittelfeld,1995-01-31,-, ,8,21.10.2010,0.0,2010,28155,29
Michael Weber,Zentrales Mittelfeld,1994-06-06,"1,73m",rechts,8,14.08.2009,0.0,2010,28155,30
Jan Breitenmoser,Zentrales Mittelfeld,1995-03-25,"1,71m",links,2,17.08.2010,0.0,2010,28155,29
Christoph Stenz,Rechtes Mittelfeld,1995-10-09,-, ,13,17.08.2010,0.0,2010,28155,29
Flavio Gautreaux,Rechtes Mittelfeld,1995-05-03,"1,75m",rechts,12,17.08.2010,0.0,2010,28155,29
Thomas Sierro,Rechtes Mittelfeld,1994-02-11,"1,73m",rechts,6,08.09.2009,0.0,2010,28155,30
Daniel Follonier,Rechtes Mittelfeld,1994-01-18,"1,84m",links,-,25.05.2010,0.0,2010,28155,30
Salim Khelifi,Rechtes Mittelfeld,1994-01-26,"1,72m",rechts,4,29.03.2010,0.0,2010,28155,30
Roland Ndongo,Rechtes Mittelfeld,1994-10-11,"1,72m",rechts,7,16.08.2009,0.0,2010,28155,30
Valentin Hayoz,Linkes Mittelfeld,1995-02-10,"1,73m",links,6,17.08.2010,0.0,2010,28155,29
Santiago Cerezo,Offensives Mittelfeld,1995-04-11,"1,68m",rechts,2,19.10.2010,0.0,2010,28155,29
Diego Zoller,Offensives Mittelfeld,1995-01-10,"1,76m", ,14,17.08.2010,0.0,2010,28155,29
Thibault Constantin,Offensives Mittelfeld,1994-07-11,"1,75m",rechts,7,14.08.2009,0.0,2010,28155,30
Thomas Fekete,Offensives Mittelfeld,1995-09-19,"1,78m",links,2,19.09.2010,0.0,2010,28155,29
Ruben Burkard,Offensives Mittelfeld,1995-10-20,-,rechts,7,21.10.2010,0.0,2010,28155,29
Miguel Castroman,Offensives Mittelfeld,1995-03-17,"1,75m",links,10,14.09.2010,0.0,2010,28155,29
Daniel Lema,Linksaußen,1995-11-28,-, ,9,14.09.2010,0.0,2010,28155,28
Tchaing Da Silva,Linksaußen,1994-02-28,"1,78m", ,6,14.08.2009,0.0,2010,28155,30
Shani Tarashaj,Hängende Spitze,1995-02-07,"1,76m",rechts,10,17.08.2010,0.0,2010,28155,29
Michael Frey,Mittelstürmer,1994-07-19,"1,88m",rechts,5,29.03.2010,0.0,2010,28155,30
Cephas Malele,Mittelstürmer,1994-01-08,"1,85m",rechts,5,14.08.2009,0.0,2010,28155,30
Omar Thali,Mittelstürmer,1995-02-22,"1,77m",rechts,16,17.08.2010,0.0,2010,28155,29
Edmond Selmani,Mittelstürmer,1994-07-31,"1,76m", ,5,08.09.2009,0.0,2010,28155,30
Artian Kastrati,Mittelstürmer,1995-01-11,"1,76m",rechts,14,17.08.2010,0.0,2010,28155,29
Shpetim Sulejmani,Mittelstürmer,1995-06-02,"1,90m",rechts,12,14.09.2010,0.0,2010,28155,29
Donato Coviello,Mittelstürmer,1994-03-01,"1,78m",rechts,1,27.05.2010,0.0,2010,28155,30
Mirko Salvi,Torwart,1994-02-14,"1,88m",rechts,3,14.08.2009,0.0,2009,28155,30
Signori Antonio,Torwart,1994-07-25,"1,87m",rechts,7,16.08.2009,0.0,2009,28155,30
Yvon Mvogo,Torwart,1994-06-06,"1,90m",rechts,4,10.09.2009,0.0,2009,28155,30
Olindo Regazzi,Innenverteidiger,1994-03-13,"1,80m",rechts,6,16.08.2009,0.05,2009,28155,30
Martin Angha,Innenverteidiger,1994-01-22,"1,88m",beidfüßig,7,14.08.2009,0.0,2009,28155,30
Levent Gülen,Innenverteidiger,1994-02-24,"1,86m",rechts,6,14.08.2009,0.0,2009,28155,30
Hidajet Kastrati,Innenverteidiger,1994-09-02,"1,80m",rechts,2,,0.0,2009,28155,30
Stefan Marinkovic,Innenverteidiger,1994-02-20,"1,84m",links,3,14.08.2009,0.0,2009,28155,30
Silvano Schäppi,Innenverteidiger,1994-02-05,"1,67m",links,7,14.08.2009,0.0,2009,28155,30
Endogan Adili,Linker Verteidiger,1994-08-03,"1,70m",links,7,14.08.2009,0.0,2009,28155,30
Joel Untersee,Rechter Verteidiger,1994-02-11,"1,81m",rechts,9,14.08.2009,0.0,2009,28155,30
Elias Kabamba,Rechter Verteidiger,1994-01-08,"1,83m",rechts,1,10.09.2009,0.0,2009,28155,30
Thibault Corbaz,Defensives Mittelfeld,1994-01-07,"1,80m",rechts,6,14.08.2009,0.0,2009,28155,30
Florian Gudit,Defensives Mittelfeld,1994-01-18,"1,68m", ,9,14.08.2009,0.0,2009,28155,30
Kevin Tsimba,Defensives Mittelfeld,1994-02-20,"1,71m",rechts,4,14.08.2009,0.0,2009,28155,30
Michael Weber,Zentrales Mittelfeld,1994-06-06,"1,73m",rechts,8,14.08.2009,0.0,2009,28155,30
Leonardo Bertone,Zentrales Mittelfeld,1994-03-14,"1,79m",rechts,1,08.09.2009,0.0,2009,28155,30
Abduljabbar Al Abbadie,Zentrales Mittelfeld,1994-07-21,"1,75m",rechts,2,14.08.2009,0.0,2009,28155,30
Roland Ndongo,Rechtes Mittelfeld,1994-10-11,"1,72m",rechts,7,16.08.2009,0.0,2009,28155,30
Thomas Sierro,Rechtes Mittelfeld,1994-02-11,"1,73m",rechts,6,08.09.2009,0.0,2009,28155,30
Emanuel Duzmani,Linkes Mittelfeld,1994-03-04,"1,75m",rechts,2,14.08.2009,0.0,2009,28155,30
Thibault Constantin,Offensives Mittelfeld,1994-07-11,"1,75m",rechts,7,14.08.2009,0.0,2009,28155,30
Tchaing Da Silva,Linksaußen,1994-02-28,"1,78m", ,6,14.08.2009,0.0,2009,28155,30
Nassim Ben Khalifa,Hängende Spitze,1992-01-13,"1,84m",rechts,2,18.09.2007,2.5,2009,28155,32
Cephas Malele,Mittelstürmer,1994-01-08,"1,85m",rechts,5,14.08.2009,0.0,2009,28155,30
Edmond Selmani,Mittelstürmer,1994-07-31,"1,76m", ,5,08.09.2009,0.0,2009,28155,30
Théodore Pizarro,Torwart,2008-06-13,"1,90m",rechts,4,06.09.2024,0.0,2024,23140,16
Ahmadou Ndiaye,Torwart,2008-01-05,-, ,2,03.09.2024,0.0,2024,23140,16
Nelson Savonnier,Innenverteidiger,2008-02-28,-,rechts,2,23.10.2024,0.0,2024,23140,16
Gil Zufferey,Innenverteidiger,2008-03-02,-, ,6,03.09.2024,0.0,2024,23140,16
Erblin Sadikaj,Innenverteidiger,2008-03-13,-, ,2,23.10.2024,0.0,2024,23140,16
Aleksandar Sekulic,Innenverteidiger,2008-04-16,-, ,4,03.09.2024,0.0,2024,23140,16
Olivier Mambwa,Linker Verteidiger,2008-12-05,-, ,6,03.09.2024,0.0,2024,23140,15
Cédric Koch,Linker Verteidiger,2008-03-22,-, ,2,03.09.2024,0.0,2024,23140,16
Gabriel Morisoli,Rechter Verteidiger,2008-07-17,-, ,5,03.09.2024,0.0,2024,23140,16
Leonit Ibraimov,Defensives Mittelfeld,2008-06-16,-, ,6,03.09.2024,0.0,2024,23140,16
Nico Lazri,Defensives Mittelfeld,2008-01-29,-, ,5,03.09.2024,0.0,2024,23140,16
Sarjon Fetaj,Defensives Mittelfeld,2008-01-05,-, ,6,03.09.2024,0.0,2024,23140,16
Adam Ilic,Zentrales Mittelfeld,2008-05-03,-, ,4,03.09.2024,0.0,2024,23140,16
Jill Stiel,Zentrales Mittelfeld,2008-05-01,-, ,3,23.10.2024,0.0,2024,23140,16
Mladen Mijajlovic,Offensives Mittelfeld,2008-03-16,-, ,6,03.09.2024,0.0,2024,23140,16
Ivan Cossalter,Mittelstürmer,2008-03-04,-, ,2,26.10.2024,0.0,2024,23140,16
Josip Bralic,Mittelstürmer,2008-01-25,-, ,6,03.09.2024,0.0,2024,23140,16
Nevio Scherrer,Mittelstürmer,2008-04-08,-, ,5,03.09.2024,0.0,2024,23140,16
Ilija Despotovic,Mittelstürmer,2008-01-10,-, ,2,23.10.2024,0.0,2024,23140,16
Adrien Llukes,Mittelstürmer,2008-07-21,-, ,3,23.10.2024,0.0,2024,23140,16
Marcel Lapierre,Torwart,2006-04-07,-,rechts,3,23.08.2022,0.075,2023,23140,18
Gentrit Muslija,Torwart,2006-01-19,-, ,12,25.08.2022,0.025,2023,23140,18
Felix Löpfe,Torwart,2006-01-19,-, ,1,15.02.2023,0.0,2023,23140,18
Jérôme Bieler,Torwart,2007-07-21,-, ,4,17.08.2023,0.0,2023,23140,17
Elia Pecora,Torwart,2007-01-11,-, ,-,,0.0,2023,23140,17
Lionel Huwiler,Torwart,2007-02-17,"1,94m",rechts,10,15.08.2023,0.0,2023,23140,17
Dario Wälti,Torwart,2006-01-23,"1,89m",rechts,-,,0.0,2023,23140,18
Marvin Akahomen,Innenverteidiger,2007-07-15,"1,86m",links,14,18.05.2023,0.5,2023,23140,17
Sami Bashaj,Innenverteidiger,2006-06-13,"1,85m",rechts,5,23.08.2022,0.0,2023,23140,18
Jeremy Fasano,Innenverteidiger,2006-05-15,-,rechts,12,25.08.2022,0.0,2023,23140,18
Simon Rosenberg,Innenverteidiger,2006-03-06,-, ,2,15.02.2023,0.0,2023,23140,18
Elohim Kamoko,Innenverteidiger,2006-02-14,-, ,14,23.08.2022,0.0,2023,23140,18
Eman Kospo,Innenverteidiger,2007-05-17,"1,91m",rechts,6,12.09.2023,0.0,2023,23140,17
Luca Santor,Innenverteidiger,2007-03-13,-, ,3,15.08.2023,0.0,2023,23140,17
Arda Tirpanci,Innenverteidiger,2007-07-05,"1,83m",rechts,5,15.08.2023,0.0,2023,23140,17
Stevan Raicevic,Innenverteidiger,2007-04-10,-, ,4,15.08.2023,0.0,2023,23140,17
Lazar Damnjanovic,Innenverteidiger,2007-01-17,-, ,1,14.09.2023,0.0,2023,23140,17
Diego Poloni,Linker Verteidiger,2006-03-13,-, ,3,25.08.2022,0.1,2023,23140,18
Tarik Seferovic,Linker Verteidiger,2006-12-31,-,rechts,9,13.10.2022,0.0,2023,23140,17
Romeo Philippin,Linker Verteidiger,2007-05-14,-,links,3,15.08.2023,0.0,2023,23140,17
Neil Volken,Linker Verteidiger,2007-04-23,-,links,9,12.09.2023,0.0,2023,23140,17
Rhodri Smith,Linker Verteidiger,2006-09-09,"1,85m",links,9,15.02.2023,0.0,2023,23140,18
Livio Spring,Linker Verteidiger,2007-01-25,-, ,2,15.08.2023,0.0,2023,23140,17
Arnis Ademi,Linker Verteidiger,2007-01-02,-, ,5,15.08.2023,0.0,2023,23140,17
Loun Srdanovic,Rechter Verteidiger,2006-08-04,"1,80m",rechts,9,23.08.2022,0.125,2023,23140,18
Eliah Jordan,Rechter Verteidiger,2006-03-07,"1,74m",rechts,1,18.05.2023,0.1,2023,23140,18
Mattia Rizzo,Rechter Verteidiger,2006-10-07,-,rechts,9,23.08.2022,0.025,2023,23140,18
Yannick Niedermann,Rechter Verteidiger,2007-10-24,-,rechts,9,12.09.2023,0.0,2023,23140,17
Ilija Maslarov,Defensives Mittelfeld,2007-01-02,"1,81m",rechts,7,15.08.2023,0.3,2023,23140,17
Demir Xhemalija,Defensives Mittelfeld,2006-06-07,"1,80m",links,14,23.08.2022,0.2,2023,23140,18
Corsin Konietzke,Defensives Mittelfeld,2006-06-21,"1,85m",rechts,7,15.02.2023,0.2,2023,23140,18
Alessandro Romano,Defensives Mittelfeld,2006-06-17,-,links,13,23.08.2022,0.0,2023,23140,18
Elio Rufener,Defensives Mittelfeld,2007-02-12,-,links,16,18.05.2023,0.0,2023,23140,17
Gian Stork,Defensives Mittelfeld,2007-03-12,-, ,9,15.08.2023,0.0,2023,23140,17
Dorian Derbaci,Zentrales Mittelfeld,2006-03-25,"1,80m",rechts,4,23.08.2022,0.1,2023,23140,18
Luca Bühlmann,Zentrales Mittelfeld,2006-06-26,-,rechts,13,23.08.2022,0.0,2023,23140,18
Eliano Guido,Zentrales Mittelfeld,2007-04-04,-, ,10,15.08.2023,0.0,2023,23140,17
Eliano Cassese,Zentrales Mittelfeld,2007-11-16,-, ,12,15.08.2023,0.0,2023,23140,16
Leart Kabashi,Zentrales Mittelfeld,2007-11-29,-, ,12,15.08.2023,0.0,2023,23140,16
Théo Richoz,Zentrales Mittelfeld,2007-06-18,-, ,2,15.08.2023,0.0,2023,23140,17
Jason Parente,Linkes Mittelfeld,2006-06-10,"1,80m",links,12,25.08.2022,0.2,2023,23140,18
Cheveyo Tsawa,Offensives Mittelfeld,2006-12-09,"1,83m",rechts,13,25.08.2022,0.1,2023,23140,17
Leon Grando,Offensives Mittelfeld,2006-09-04,-,rechts,11,23.08.2022,0.0,2023,23140,18
Zidan Tairi,Offensives Mittelfeld,2007-04-17,"1,74m", ,9,12.09.2023,0.0,2023,23140,17
Junior Zé,Linksaußen,2006-03-22,"1,78m",rechts,15,23.08.2022,0.7,2023,23140,18
Fin Sommer,Linksaußen,2007-05-25,-, ,5,15.08.2023,0.0,2023,23140,17
Ivan Parra,Linksaußen,2007-07-28,"1,79m",rechts,8,15.08.2023,0.0,2023,23140,17
Ruben Londja,Rechtsaußen,2006-06-10,-, ,7,23.08.2022,0.0,2023,23140,18
Winsley Boteli,Mittelstürmer,2006-07-05,"1,84m",rechts,15,23.08.2022,0.5,2023,23140,18
Modou Minteh,Mittelstürmer,2006-11-04,-, ,10,15.02.2023,0.0,2023,23140,18
Dion Cakolli,Mittelstürmer,2007-06-07,"1,86m",rechts,12,15.08.2023,0.0,2023,23140,17
Miguel Mardochée,Mittelstürmer,2007-05-22,"1,72m",links,2,15.08.2023,0.0,2023,23140,17
Glenn Mbazo,Mittelstürmer,2006-01-10,"1,82m",rechts,1,25.03.2023,0.0,2023,23140,18
Enrique Aguilar,Mittelstürmer,2007-01-27,"1,83m", ,5,15.08.2023,0.0,2023,23140,17
Dominik Simic,Mittelstürmer,2007-07-01,-, ,5,12.09.2023,0.0,2023,23140,17
Andrej Vasovic,Mittelstürmer,2007-10-14,"1,81m", ,11,15.08.2023,0.0,2023,23140,17
Oscar Renovales,Mittelstürmer,2007-10-24,-, ,5,14.09.2023,0.0,2023,23140,17
Antonio Spagnoli,Torwart,2005-05-31,"1,85m",rechts,8,11.08.2021,0.0,2022,23140,19
Gentrit Muslija,Torwart,2006-01-19,-, ,12,25.08.2022,0.0,2022,23140,18
Silas Huber,Torwart,2005-07-10,"1,95m",rechts,4,03.09.2021,0.0,2022,23140,19
Maxime Rouiller,Torwart,2005-07-15,"1,89m",rechts,3,13.08.2021,0.0,2022,23140,19
Marcel Lapierre,Torwart,2006-04-07,-,rechts,3,23.08.2022,0.0,2022,23140,18
Sonny Henchoz,Innenverteidiger,2005-01-03,"1,88m", ,9,11.08.2021,0.0,2022,23140,19
Jeremy Fasano,Innenverteidiger,2006-05-15,-,rechts,12,25.08.2022,0.0,2022,23140,18
Sami Bashaj,Innenverteidiger,2006-06-13,"1,85m",rechts,5,23.08.2022,0.0,2022,23140,18
Leon Asllani,Innenverteidiger,2005-02-26,-, ,8,11.08.2021,0.0,2022,23140,19
Timo Weber,Innenverteidiger,2006-02-20,"1,78m",rechts,1,23.08.2022,0.0,2022,23140,18
Arbnor Gecaj,Innenverteidiger,2005-02-14,"1,86m",rechts,9,11.08.2021,0.0,2022,23140,19
Bruno Ogbus,Innenverteidiger,2005-12-17,"1,85m",rechts,3,23.03.2022,0.0,2022,23140,18
Elohim Kamoko,Innenverteidiger,2006-02-14,-, ,14,23.08.2022,0.0,2022,23140,18
Samuele Tomeo,Linker Verteidiger,2006-01-19,-,links,3,23.08.2022,0.0,2022,23140,18
Leart Zuka,Linker Verteidiger,2005-08-27,"1,78m",links,3,01.09.2021,0.0,2022,23140,19
Loris Giandomenico,Linker Verteidiger,2005-09-28,-, ,3,16.02.2022,0.0,2022,23140,19
Diego Poloni,Linker Verteidiger,2006-03-13,-, ,3,25.08.2022,0.0,2022,23140,18
Tarik Seferovic,Linker Verteidiger,2006-12-31,-,rechts,9,13.10.2022,0.0,2022,23140,17
Tom Murith,Rechter Verteidiger,2005-04-04,-, ,10,01.09.2021,0.0,2022,23140,19
Mattia Rizzo,Rechter Verteidiger,2006-10-07,-,rechts,9,23.08.2022,0.0,2022,23140,18
Yuro Bohon Diet,Rechter Verteidiger,2005-01-04,-, ,5,16.02.2022,0.0,2022,23140,19
Tim Hostettler,Rechter Verteidiger,2005-01-14,-, ,4,11.08.2021,0.0,2022,23140,19
Loun Srdanovic,Rechter Verteidiger,2006-08-04,"1,80m",rechts,9,23.08.2022,0.0,2022,23140,18
Demir Xhemalija,Defensives Mittelfeld,2006-06-07,"1,80m",links,14,23.08.2022,0.0,2022,23140,18
Ardonit Selimi,Defensives Mittelfeld,2005-05-10,-, ,5,11.08.2021,0.0,2022,23140,19
Isaiah Okafor,Defensives Mittelfeld,2005-04-22,"1,83m",rechts,2,23.03.2022,0.0,2022,23140,19
Bleon Xhemaili,Defensives Mittelfeld,2005-01-14,-, ,10,11.08.2021,0.0,2022,23140,19
Alessandro Romano,Defensives Mittelfeld,2006-06-17,-,links,13,23.08.2022,0.0,2022,23140,18
Adriatik Salihi,Zentrales Mittelfeld,2005-03-12,"1,70m",links,12,11.08.2021,0.0,2022,23140,19
Leon Frokaj,Zentrales Mittelfeld,2005-04-23,"1,83m",rechts,8,01.09.2021,0.0,2022,23140,19
Dorian Derbaci,Zentrales Mittelfeld,2006-03-25,"1,80m",rechts,4,23.08.2022,0.0,2022,23140,18
Luca Bühlmann,Zentrales Mittelfeld,2006-06-26,-,rechts,13,23.08.2022,0.0,2022,23140,18
Mohsen Abdeljaoued,Rechtes Mittelfeld,2005-02-06,-, ,6,07.10.2021,0.0,2022,23140,19
David Borges,Rechtes Mittelfeld,2005-06-15,-, ,9,11.08.2021,0.0,2022,23140,19
Jason Parente,Linkes Mittelfeld,2006-06-10,"1,80m",links,12,25.08.2022,0.0,2022,23140,18
Cheveyo Tsawa,Offensives Mittelfeld,2006-12-09,"1,83m",rechts,13,25.08.2022,0.0,2022,23140,17
Leon Grando,Offensives Mittelfeld,2006-09-04,-,rechts,11,23.08.2022,0.0,2022,23140,18
Nevio Di Giusto,Offensives Mittelfeld,2005-03-18,"1,65m",links,10,11.08.2021,0.0,2022,23140,19
Damian Nigg,Linksaußen,2005-04-12,"1,78m",rechts,10,11.08.2021,0.0,2022,23140,19
Junior Zé,Linksaußen,2006-03-22,"1,78m",rechts,15,23.08.2022,0.0,2022,23140,18
Roméo Beney,Linksaußen,2005-01-19,"1,87m",rechts,3,11.08.2021,0.0,2022,23140,19
Gabriel Gonzalez,Linksaußen,2006-06-14,-,rechts,3,13.10.2022,0.0,2022,23140,18
Malik Deme,Rechtsaußen,2005-03-16,"1,82m",rechts,7,11.08.2021,0.0,2022,23140,19
Ruben Londja,Rechtsaußen,2006-06-10,-, ,7,23.08.2022,0.0,2022,23140,18
Mathis Giordano,Rechtsaußen,2005-09-09,-,links,1,18.02.2022,0.0,2022,23140,19
Mario Greco,Hängende Spitze,2006-09-22,"1,81m",rechts,1,23.08.2022,0.0,2022,23140,18
Labinot Bajrami,Mittelstürmer,2005-06-04,"1,87m",rechts,12,11.08.2021,0.0,2022,23140,19
Winsley Boteli,Mittelstürmer,2006-07-05,"1,84m",rechts,15,23.08.2022,0.0,2022,23140,18
Kevin Krasniqi,Mittelstürmer,2005-07-20,"1,83m",rechts,12,11.08.2021,0.0,2022,23140,19
Junior Ligue,Mittelstürmer,2005-03-21,"1,80m",links,8,07.10.2021,0.0,2022,23140,19
Darko Lötscher,Mittelstürmer,2006-04-11,"1,90m", ,3,23.08.2022,0.0,2022,23140,18
Julio Fonseca,Mittelstürmer,2005-01-12,"1,79m",rechts,2,16.02.2022,0.0,2022,23140,19
Silas Huber,Torwart,2005-07-10,"1,95m",rechts,4,03.09.2021,0.05,2021,23140,19
Antonio Spagnoli,Torwart,2005-05-31,"1,85m",rechts,8,11.08.2021,0.0,2021,23140,19
Maxime Rouiller,Torwart,2005-07-15,"1,89m",rechts,3,13.08.2021,0.0,2021,23140,19
Davud Sylaj,Innenverteidiger,2005-08-07,"1,88m",rechts,1,11.08.2021,0.0,2021,23140,19
Sonny Henchoz,Innenverteidiger,2005-01-03,"1,88m", ,9,11.08.2021,0.0,2021,23140,19
Leon Asllani,Innenverteidiger,2005-02-26,-, ,8,11.08.2021,0.0,2021,23140,19
Arbnor Gecaj,Innenverteidiger,2005-02-14,"1,86m",rechts,9,11.08.2021,0.0,2021,23140,19
Nathan Heller,Innenverteidiger,2005-05-03,"1,94m",rechts,1,03.09.2021,0.0,2021,23140,19
Leart Zuka,Linker Verteidiger,2005-08-27,"1,78m",links,3,01.09.2021,0.0,2021,23140,19
Tom Murith,Rechter Verteidiger,2005-04-04,-, ,10,01.09.2021,0.0,2021,23140,19
Tim Hostettler,Rechter Verteidiger,2005-01-14,-, ,4,11.08.2021,0.0,2021,23140,19
Eron Sejdiu,Rechter Verteidiger,2005-06-30,"1,76m",rechts,-,,0.0,2021,23140,19
Lorenzo Bittarelli,Rechter Verteidiger,2005-02-21,-, ,2,03.09.2021,0.0,2021,23140,19
Erion Salihu,Defensives Mittelfeld,2005-07-11,-,links,4,11.08.2021,0.0,2021,23140,19
Ardonit Selimi,Defensives Mittelfeld,2005-05-10,-, ,5,11.08.2021,0.0,2021,23140,19
Matias Hofmann,Defensives Mittelfeld,2005-05-28,"1,83m",rechts,2,11.08.2021,0.0,2021,23140,19
Bleon Xhemaili,Defensives Mittelfeld,2005-01-14,-, ,10,11.08.2021,0.0,2021,23140,19
Ben Lüthi,Defensives Mittelfeld,2005-12-01,"1,77m",links,4,11.08.2021,0.0,2021,23140,18
Adriatik Salihi,Zentrales Mittelfeld,2005-03-12,"1,70m",links,12,11.08.2021,0.0,2021,23140,19
Leon Frokaj,Zentrales Mittelfeld,2005-04-23,"1,83m",rechts,8,01.09.2021,0.0,2021,23140,19
David Borges,Rechtes Mittelfeld,2005-06-15,-, ,9,11.08.2021,0.0,2021,23140,19
Mohsen Abdeljaoued,Rechtes Mittelfeld,2005-02-06,-, ,6,07.10.2021,0.0,2021,23140,19
Loren Arifi,Linkes Mittelfeld,2005-03-11,-, ,4,11.08.2021,0.0,2021,23140,19
Nevio Di Giusto,Offensives Mittelfeld,2005-03-18,"1,65m",links,10,11.08.2021,0.0,2021,23140,19
Roméo Beney,Linksaußen,2005-01-19,"1,87m",rechts,3,11.08.2021,0.0,2021,23140,19
Damian Nigg,Linksaußen,2005-04-12,"1,78m",rechts,10,11.08.2021,0.0,2021,23140,19
Malik Deme,Rechtsaußen,2005-03-16,"1,82m",rechts,7,11.08.2021,0.0,2021,23140,19
Kevin Krasniqi,Mittelstürmer,2005-07-20,"1,83m",rechts,12,11.08.2021,0.0,2021,23140,19
Junior Ligue,Mittelstürmer,2005-03-21,"1,80m",links,8,07.10.2021,0.0,2021,23140,19
Labinot Bajrami,Mittelstürmer,2005-06-04,"1,87m",rechts,12,11.08.2021,0.0,2021,23140,19
Rion Demiri,Mittelstürmer,2005-08-17,-, ,2,07.10.2021,0.0,2021,23140,19
Hugo Parra,Mittelstürmer,2005-09-13,-, ,3,11.08.2021,0.0,2021,23140,19
Marvin Hübel,Torwart,2003-03-01,"1,86m",rechts,6,06.09.2019,0.25,2019,23140,21
Armin Abaz,Torwart,2002-03-27,"1,87m",rechts,-,,0.0,2019,23140,22
Joël Bonorand,Torwart,2002-02-11,-, ,2,30.08.2018,0.0,2019,23140,22
Gianni De Nitti,Torwart,2003-04-09,"1,86m",rechts,2,08.09.2019,0.0,2019,23140,21
Leonidas Stergiou,Innenverteidiger,2002-03-03,"1,81m",rechts,9,28.08.2018,1.8,2019,23140,22
Bryan Okoh,Innenverteidiger,2003-05-16,"1,88m",links,4,06.09.2019,0.9,2019,23140,21
Markus Wenger,Innenverteidiger,2002-01-11,-, ,4,30.08.2018,0.15,2019,23140,22
Elmedin Fazlic,Innenverteidiger,2002-07-18,"1,88m",links,4,28.08.2018,0.0,2019,23140,22
Christian Marques,Innenverteidiger,2003-01-15,"1,88m",rechts,5,06.09.2019,0.0,2019,23140,21
Albian Hajdari,Innenverteidiger,2003-05-18,"1,89m",links,5,08.09.2019,0.0,2019,23140,21
Mauricio Willimann,Innenverteidiger,2003-01-16,"1,83m",rechts,8,06.09.2019,0.0,2019,23140,21
Mile Vukelic,Innenverteidiger,2003-02-25,"1,88m",rechts,3,24.10.2019,0.0,2019,23140,21
Noah Henchoz,Innenverteidiger,2002-02-22,"1,82m",rechts,-,,0.0,2019,23140,22
Joel Thoma,Innenverteidiger,2003-08-09,"1,80m", ,-,,0.0,2019,23140,21
Silvan Wallner,Innenverteidiger,2002-01-15,"1,85m",rechts,1,27.09.2018,0.0,2019,23140,22
Aurèle Amenda,Innenverteidiger,2003-07-31,"1,97m",rechts,6,08.09.2019,0.0,2019,23140,21
Stevan Lujic,Linker Verteidiger,2002-03-25,"1,80m",links,4,30.08.2018,0.2,2019,23140,22
Théo Gradaille,Linker Verteidiger,2002-06-24,"1,77m",links,7,28.08.2018,0.0,2019,23140,22
Luis Mestre,Linker Verteidiger,2003-03-05,"1,74m",links,5,06.09.2019,0.0,2019,23140,21
Rejan Thaci,Linker Verteidiger,2003-11-07,"1,82m",links,3,06.09.2019,0.0,2019,23140,21
Rúben Dantas Fernandes,Linker Verteidiger,2003-05-19,"1,80m",links,7,06.09.2019,0.0,2019,23140,21
